path,type,semanticRole,confidence,evidence,relatedFiles,rhythmArchiveRelevance
META-INF/com/android/build/gradle/app-metadata.properties,Text-like,APK signing/provenance metadata,confirmed,META-INF path and ZIP role,AndroidManifest.xml,audit provenance only; never publish
classes.dex,DEX,Android/Dalvik bytecode,confirmed,DEX magic and classes*.dex path,AndroidManifest.xml;lib/*,Android shell only
assets/aa/Android/1d937b855df775cbc200f94940383128.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/1da262c504cb6969c282fa25189ba005.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/1dc6173317083e31b75e0f1437485692.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/1dcae0e325393b66c6c526967f18c7b7.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/1dd92c7f17195ac399cf277dc3693092.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/1ddec4312e0fd7b2d4355a2ca6f1ebe4.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/1df225e2d0843567011ecd23c6021c4d.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/1dfdbf3b450872c0447c9630d78d1176.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/1e1d4bf98b58478a88f0926b990cc3d9.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/1e55407bd435592000afbe80fcf2c8a5.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/1e9a0c4f524a0f382fa512ff07d8cade.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/1eee88e4c0258cde98b2d6ce1233a879.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/1f0f0ad9aa117d75cb5ed8ff3fbabc7e.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/1f49d23a16de8ac3faa53bc51b156819.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/1f8015a27d4f7b79accc4ac301597fe2.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/1fc44ca5cc53185c0886b8b26e1c479f.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/1fca5ebaf1651913c34785e36ae2af30.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/2014b7ef66f5f096e788903811017c0a.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/201c3dd801e0c86466ce387a915bd9a8.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/204417cb754cdb7ab66191b1068e01f8.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/2046ca3f10e83fb6c814027b9c294c7b.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/20561ab2b5bfdd29c6d243b0e1e46450.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/207baab9795208b625bd6526e01a00f0.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/20809b1804411c1970db8769fd026908.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/20aae578bd351b977b1fc3137892bd0a.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/20acc10841f12eaf77b7f5814e607457.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/20b9379fd84db07557fd253e93fc827c.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/20c8d8899edaf7f74c4bc63dd9f0a542.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/20cc16bc75ddcf36c6fb2c93cd503482.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/20d3345e73b5c7e98d96de62a2f4e4fa.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/2121745c3b58ae0c21d2702f878ef84c.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/213f386ce67f5784c528e490b05271c7.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/214482f5046abbc02294f16e4791a065.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/214866799f0f3ce4e1fabb8bf79ecfc5.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/214ca55a51727e08158aafaaef4f14e5.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/21d51824d152ddbc72a547c600f632e4.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/21e95561b2a794e959406aeb1f91dbb9.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/21ead1c17275114e1a770e44d7dcb354.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/21f523a51fbb574fbf1c1996d889cd45.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/221a65786751c19d7da7fef6cbb16f30.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/2225123d9e424cfa3f0313273082077c.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/2228513c4740533195671cb2f22f9692.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/2236f40f035ea826ee7e0557a5c25fbb.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/224d2e0f8f9107f29388a4fe2bd5efa4.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/225f1c5820947d6a8d0fe4786403e8ca.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/228a15969fd324eda0d7fea22c55594a.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/22a067228bae0aad0a2dc80d9dd52235.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/22bad2a38b2f79faa51862970dfac68f.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/22c713ddbd189a043e20eb93e929d26c.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/22fab5e232d38262d169aa214cd8b4e1.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/230d763bf1aa430cc8fb87487269e3e5.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/233d8d78b5fcecc577b71db4122a2643.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/235d5022cd6f53c2f6679a1be945b5ac.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/237083e31eb1fb4b7e6a83d06c5ab1b3.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/238d78d3711d1d1735d46c160b703bf9.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/239da4b2f8b0319b4e2b1845aee35f8b.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/23a5e00a7659dd968cc8f2d6a47828a5.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/23ca728c7b1a84e8734bbe2e36edaa9d.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/23d5f1461b0699a93ae20a53293535f9.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/23d8e5ceb38b8df251e1edfab75e82ea.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/23da525d53d9de39b4adefd0a51c92fa.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/2414508a31c5a6b0b98484ecd630a79b.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/24223642a50d3bfe022eaa7175eaa7b4.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/242b48e1991b2c007edce1827d1e88f5.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/2449168df86936f4b6c674cc59d80192.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/245b3182f6d733c1d2fe266855f64502.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/247d92ed5b903ffdd3cdbdf1fc123972.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/2480e820eac96be16f2cc480f0f90ee3.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/249bc758f7f4c4aed14da22efbbb936d.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/24b9c627a7f2d0ec1e90c9c013ff0365.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/24e05a5366bc2de5ea69482f2a538f82.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/2509758e263c79e231b87244c3e65d28.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/250ac16a57979644efe946066e6c3bc2.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/2531eed9c7bdb1ee562369936e1022bf.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/2533250f29e9cc3f50bbd30820d3f5cc.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/2553e335e17f9d53e8e66ec5efc5e337.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/25904791ca75ae8498e18fc7a3ef9f10.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/259b048a8fa59cf6e806a2af84788a4c.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/25e1cc70ad178c572488ec9082d24cbe.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/260b33e43b5f57cf323aecc4f05e1b9c.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/26355d3c3aa8a722f8381c49121c8780.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/26397d7b62f588bfcdc36ba2f4a157ae.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/26504aa361589d991de801eed35e5271.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/266388fabb86bf77d613a5eb2cff595a.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/2668c83cf6b1483a0f6c4672ebe8e4b0.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/2677020fa1f5852cc54d51de875ab681.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/2686cbc72f2ccfb33f1d9d5abab496b7.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/268cda5ea49d5f86ae58f7889cfc58d9.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/26e1a433e2f17e1226d8815836362f34.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/26e92fb2111956b7105916bb1bd7a1a4.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/27110c0ba33053b178e337ed76c94b0e.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
assets/aa/Android/27164d0bff714dd66b1c607b3c9835a8.bundle,UnityFS,UnityFS Addressables asset bundle,confirmed,"UnityFS magic and 2022.3.62f2 bundle header; 2,514 bundles indexed with UnityPy",assets/aa/catalog.json;assets/aa/settings.json,primary Phigros asset source; bundle hash is content/build-specific
