path,type,semanticRole,confidence,evidence,relatedFiles,rhythmArchiveRelevance
assets/img/bg/1080/chunithmthird_conflict.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/chunithmthird_conflict_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/codeoblivion.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/codeoblivion_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/cyaegha.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/cytus_boss.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/cytus_boss_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/cytus_conflict.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/cytus_conflict_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/cytus_light.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/cytus_light_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/designant.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/designant_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/diamond_ts_light.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/djmax_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/djmax_conflict.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/djmax_light.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/djmax_nightmare.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/djmax_nightmare_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/djmax_wagd.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/djmax_wagd_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/dynamix_conflict.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/dynamix_light.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/eclipse_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/eclipse_conflict.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/eclipse_light.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/eden_append_conflict.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/eden_append_conflict_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/eden_append_light.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/eden_append_light_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/eden_boss.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/eden_boss_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/eden_conflict.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/eden_conflict_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/eden_light.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/eden_light_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/epilogue.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/epilogue_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/etherstrike.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/etherstrike_.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/etherstrike_2.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/etherstrike_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/etherstrike_o.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/extradimensional.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/felis.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/felis_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/finale_conflict.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/finale_conflict_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/finale_light.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/finale_light_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/fractureray.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/gc_buchigire.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/gc_conflict.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/gc_conflict_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/gc_lance.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/gc_lance_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/gc_light.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/gc_light_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/gc_ouroboros.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/gou.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/gou_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/grievouslady.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/hime_conflict.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/hime_conflict_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/hime_light.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/hime_light_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/lamentrain.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/lamentrain_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/lamia.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/lamia_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/lanota-conflict.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/lanota-light.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/lephon.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/lephon_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/lethaeus.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/lethaeus_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/macula_conflict_a.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/macula_conflict_a_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/macula_conflict_b.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/macula_light_a.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/macula_light_a_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/macula_light_b.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/magnolia.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/magnolia_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/maimai_boss.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/maimai_boss_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/maimai_conflict.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/maimai_conflict_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/maimai_light.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/maimai_light_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/megalovaniarmx.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/megalovaniarmx_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/megarex_conflict.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/megarex_conflict_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/megarex_light.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/megarex_light_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/megarex_signal.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/megarex_signal_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/meta_mysteria.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/meta_mysteria_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/mirai_awakened.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/mirai_awakened_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/mirai_conflict.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/mirai_conflict_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/mirai_light.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/mirai_light_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/modelista.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/musedash_conflict.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/musedash_conflict_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/musedash_light.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/musedash_light_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/nextstage_conflict.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/nextstage_conflict_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/nextstage_light.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/nextstage_light_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/nihil.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/nihil_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/nijuusei-conflict-b.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/nijuusei-conflict-b_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/nijuusei-light-b.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/nijuusei-light-b_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/nijuusei2_conflict.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/nijuusei2_conflict_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/nijuusei2_light.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/nijuusei2_light_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/nirvluce.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/observer_conflict.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/observer_conflict_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/observer_light.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/observer_light_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/omatsuri_conflict.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/omatsuri_light.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/omatsuri_light_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/omegafour.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/omegafour_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/ongeki_conflict.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/ongeki_light.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/ongeki_light_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/pentiment.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/pentiment_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/pragmatism.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/pragmatism3.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/pragmatism3_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/prelude_conflict.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/prelude_conflict_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/prelude_light.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/prelude_light_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/quon.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/rei.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/ringedgenesis.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/ringedgenesis_clear.png,PNG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
assets/img/bg/1080/rotaeno_conflict.jpg,JPEG,Arcaea gameplay/background image,high,assets/img/bg/ path plus image/type index,assets/songs/songlist;assets/app-data/story/*,corresponding gallery category where configured
