songId,songIdx,title,ratingClass,difficultyLabel,rating,ratingPlus,displayLevel,isPlayableChart,playabilityEvidence,recordRole,chartDesigner,jacketDesigner,jacketOverride,jacketNight,titleOverride,audioOverride,bpm,bpmBase,date,version,bg,bgInverse,chartBodyPath,chartFilePresent
fallensquare,92,"{""en"":""Fallensquare""}",2,FTR,9,True,9+,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,Haruba,unKn,,,,,,,,,,,2.aff,False
nhelv,93,"{""en"":""Nhelv""}",0,PST,3,,3,True,rating=3;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,Nitro「Katastrophe」,駿,,,,,,,,,,,0.aff,False
nhelv,93,"{""en"":""Nhelv""}",1,PRS,6,,6,True,rating=6;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,Nitro「Katastrophe」,駿,,,,,,,,,,,1.aff,False
nhelv,93,"{""en"":""Nhelv""}",2,FTR,9,True,9+,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,Nitro「Katastrophe」,駿,,,,,,,,,,,2.aff,False
nhelv,93,"{""en"":""Nhelv""}",3,BYD,10,True,10+,True,rating=10;hidden_until=difficulty;chartDesigner=present;chartBodyBundled=false;chartPath=3.aff,unlock-gated-slot,零下 -descent-,shun yamaguchi,True,,,,,,1745452804,6.4,eden_conflict,,3.aff,False
espebranch,94,"{""ja"":""白道、多希望羊と信じありく。"",""en"":""LunarOrbit -believe in the Espebranch road-""}",0,PST,3,,3,True,rating=3;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,月刊Toaster,hideo,,,,,,,,,,,0.aff,False
espebranch,94,"{""ja"":""白道、多希望羊と信じありく。"",""en"":""LunarOrbit -believe in the Espebranch road-""}",1,PRS,6,,6,True,rating=6;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,月刊Toaster,hideo,,,,,,,,,,,1.aff,False
espebranch,94,"{""ja"":""白道、多希望羊と信じありく。"",""en"":""LunarOrbit -believe in the Espebranch road-""}",2,FTR,9,,9,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,月刊Toaster,hideo,,,,,,,,,,,2.aff,False
purgatorium,95,"{""en"":""Purgatorium""}",0,PST,2,,2,True,rating=2;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=0.aff,normal-slot,Kurorak,michele,,,,,,,,,,,0.aff,True
purgatorium,95,"{""en"":""Purgatorium""}",1,PRS,6,,6,True,rating=6;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=1.aff,normal-slot,Kurorak,michele,,,,,,,,,,,1.aff,True
purgatorium,95,"{""en"":""Purgatorium""}",2,FTR,8,,8,True,rating=8;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=2.aff,normal-slot,Kurorak,michele,,,,,,,,,,,2.aff,True
purgatorium,95,"{""en"":""Purgatorium""}",3,BYD,9,,9,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=3.aff,normal-slot,Toaster,michele,True,,,,,,1597968000,3.1,,,3.aff,False
hikari,96,"{""ja"":""光"",""en"":""Hikari""}",0,PST,2,,2,True,rating=2;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,OptoNuke,,,,,,,,,,,,0.aff,False
hikari,96,"{""ja"":""光"",""en"":""Hikari""}",1,PRS,6,,6,True,rating=6;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,OptoNuke,,,,,,,,,,,,1.aff,False
hikari,96,"{""ja"":""光"",""en"":""Hikari""}",2,FTR,8,,8,True,rating=8;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,OptoNuke,,,,,,,,,,,,2.aff,False
stager,97,"{""en"":""STAGER (ALL STAGE CLEAR)""}",0,PST,3,,3,True,rating=3;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,KURORAK,,True,,,,,,,,,,0.aff,False
stager,97,"{""en"":""STAGER (ALL STAGE CLEAR)""}",1,PRS,6,,6,True,rating=6;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,KURORAK,,True,,,,,,,,,,1.aff,False
stager,97,"{""en"":""STAGER (ALL STAGE CLEAR)""}",2,FTR,9,,9,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,KURORAK,,,,,,,,,,,,2.aff,False
hallofmirrors,98,"{""en"":""Hall of Mirrors""}",0,PST,3,,3,True,rating=3;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,Toaster,,,,,,,,,,,,0.aff,False
hallofmirrors,98,"{""en"":""Hall of Mirrors""}",1,PRS,5,,5,True,rating=5;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,Toaster,,,,,,,,,,,,1.aff,False
hallofmirrors,98,"{""en"":""Hall of Mirrors""}",2,FTR,8,,8,True,rating=8;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,Toaster,,,,,,,,,,,,2.aff,False
linearaccelerator,99,"{""en"":""Linear Accelerator""}",0,PST,2,,2,True,rating=2;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,THE TOAST,,,,,,,,,,,,0.aff,False
linearaccelerator,99,"{""en"":""Linear Accelerator""}",1,PRS,6,,6,True,rating=6;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,THE TOAST,,,,,,,,,,,,1.aff,False
linearaccelerator,99,"{""en"":""Linear Accelerator""}",2,FTR,9,True,9+,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,THE TOAST,,,,,,,,,,,,2.aff,False
tiferet,100,"{""en"":""Tiferet""}",0,PST,4,,4,True,rating=4;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,夜浪[Spherical],,,,,,,,,,,,0.aff,False
tiferet,100,"{""en"":""Tiferet""}",1,PRS,7,True,7+,True,rating=7;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,夜浪[Spherical],,,,,,,,,,,,1.aff,False
tiferet,100,"{""en"":""Tiferet""}",2,FTR,10,,10,True,rating=10;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,夜浪[Spherical],,,,,,,,,,,,2.aff,False
alexandrite,101,"{""en"":""Alexandrite""}",0,PST,4,,4,True,rating=4;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,東星※空の宝石,シエラ,,,,,,,,,,,0.aff,False
alexandrite,101,"{""en"":""Alexandrite""}",1,PRS,7,,7,True,rating=7;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,東星※空の宝石,シエラ,,,,,,,,,,,1.aff,False
alexandrite,101,"{""en"":""Alexandrite""}",2,FTR,10,,10,True,rating=10;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,東星※空の宝石,シエラ,,,,,,,,,,,2.aff,False
rugie,102,"{""en"":""Rugie""}",0,PST,3,,3,True,rating=3;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,k//urorak,,,,,,,,,,,,0.aff,False
rugie,102,"{""en"":""Rugie""}",1,PRS,6,,6,True,rating=6;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,k//urorak,,,,,,,,,,,,1.aff,False
rugie,102,"{""en"":""Rugie""}",2,FTR,9,,9,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,k//urorak,,,,,,,,,,,,2.aff,False
astraltale,103,"{""en"":""Astral tale""}",0,PST,4,,4,True,rating=4;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,Nitro,岩十,,,,,,,,,,,0.aff,False
astraltale,103,"{""en"":""Astral tale""}",1,PRS,7,,7,True,rating=7;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,Nitro,岩十,,,,,,,,,,,1.aff,False
astraltale,103,"{""en"":""Astral tale""}",2,FTR,9,,9,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,Nitro,岩十,,,,,,,,,,,2.aff,False
phantasia,104,"{""en"":""Phantasia""}",0,PST,4,,4,True,rating=4;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,Toaster,そゐち,,,,,,,,,,,0.aff,False
phantasia,104,"{""en"":""Phantasia""}",1,PRS,5,,5,True,rating=5;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,Toaster,そゐち,,,,,,,,,,,1.aff,False
phantasia,104,"{""en"":""Phantasia""}",2,FTR,9,,9,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,Toaster,そゐち,,,,,,,,,,,2.aff,False
empireofwinter,105,"{""en"":""Empire of Winter""}",0,PST,3,,3,True,rating=3;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,0°Nitro,シエラ + Khronetic,,,,,,,,,,,0.aff,False
empireofwinter,105,"{""en"":""Empire of Winter""}",1,PRS,6,,6,True,rating=6;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,0°Nitro,シエラ + Khronetic,,,,,,,,,,,1.aff,False
empireofwinter,105,"{""en"":""Empire of Winter""}",2,FTR,9,,9,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,0°Nitro,シエラ + Khronetic,,,,,,,,,,,2.aff,False
merlin,106,"{""en"":""MERLIN""}",0,PST,3,,3,True,rating=3;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,Got More Taro?,,,,,,,,,,,,0.aff,False
merlin,106,"{""en"":""MERLIN""}",1,PRS,5,,5,True,rating=5;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,Got More Taro?,,,,,,,,,,,,1.aff,False
merlin,106,"{""en"":""MERLIN""}",2,FTR,8,True,8+,True,rating=8;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,Got More Taro?,,,,,,,,,,,,2.aff,False
merlin,106,"{""en"":""MERLIN""}",3,BYD,9,,9,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=3.aff,normal-slot,EXSCHWASiON,,,,,,,,1647993600,3.12,,,3.aff,False
dxfullmetal,107,"{""ja"":""DX超性能フルメタル少女"",""en"":""DX Choseinou Full Metal Shojo""}",0,PST,3,,3,True,rating=3;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,DX譜面作者フルメタルNitro,,,,,,,,,,,,0.aff,False
dxfullmetal,107,"{""ja"":""DX超性能フルメタル少女"",""en"":""DX Choseinou Full Metal Shojo""}",1,PRS,6,,6,True,rating=6;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,DX譜面作者フルメタルNitro,,,,,,,,,,,,1.aff,False
dxfullmetal,107,"{""ja"":""DX超性能フルメタル少女"",""en"":""DX Choseinou Full Metal Shojo""}",2,FTR,9,True,9+,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,DX譜面作者フルメタルNitro,,,,,,,,,,,,2.aff,False
omakeno,108,"{""en"":""OMAKENO Stroke""}",0,PST,3,,3,True,rating=3;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,Kurorak,,,,,,,,,,,,0.aff,False
omakeno,108,"{""en"":""OMAKENO Stroke""}",1,PRS,6,,6,True,rating=6;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,Kurorak,,,,,,,,,,,,1.aff,False
omakeno,108,"{""en"":""OMAKENO Stroke""}",2,FTR,9,,9,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,Kurorak,,,,,,,,,,,,2.aff,False
omakeno,108,"{""en"":""OMAKENO Stroke""}",3,BYD,10,,10,True,rating=10;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=3.aff,normal-slot,NITRO,,,,,,,,1647993601,3.12,,,3.aff,False
scarletlance,109,"{""en"":""Scarlet Lance""}",0,PST,4,,4,True,rating=4;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,闇運,,,,,,,,,,,,0.aff,False
scarletlance,109,"{""en"":""Scarlet Lance""}",1,PRS,7,,7,True,rating=7;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,闇運,,,,,,,,,,,,1.aff,False
scarletlance,109,"{""en"":""Scarlet Lance""}",2,FTR,10,,10,True,rating=10;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,闇運,,,,,,,,,,,,2.aff,False
ouroboros,110,"{""en"":""ouroboros -twin stroke of the end-""}",0,PST,4,,4,True,rating=4;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,Groove 東星,,,,,,,,,,,,0.aff,False
ouroboros,110,"{""en"":""ouroboros -twin stroke of the end-""}",1,PRS,7,,7,True,rating=7;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,Groove 東星,,,,,,,,,,,,1.aff,False
ouroboros,110,"{""en"":""ouroboros -twin stroke of the end-""}",2,FTR,10,True,10+,True,rating=10;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,Groove 東星,,,,,,,,,,,,2.aff,False
libertas,111,"{""en"":""Libertas""}",0,PST,3,,3,True,rating=3;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,Kurorak,wacca,,,,,,,,,,,0.aff,False
libertas,111,"{""en"":""Libertas""}",1,PRS,5,,5,True,rating=5;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,Kurorak,wacca,,,,,,,,,,,1.aff,False
libertas,111,"{""en"":""Libertas""}",2,FTR,9,,9,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,Kurorak + Nitro,wacca,,,,,,,,,,,2.aff,False
libertas,111,"{""en"":""Libertas""}",3,BYD,10,,10,True,rating=10;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=3.aff,normal-slot,Exschwasion -unbound-,wacca,True,,,,,,1706140803,5.3,,,3.aff,False
solitarydream,112,"{""en"":""Solitary Dream"",""ja"":""虚空の夢""}",0,PST,4,,4,True,rating=4;hidden_until=none;chartDesigner=empty;chartBodyBundled=false;chartPath=0.aff,normal-slot,,シエラ,,,,,,,,,,,0.aff,False
solitarydream,112,"{""en"":""Solitary Dream"",""ja"":""虚空の夢""}",1,PRS,7,,7,True,rating=7;hidden_until=none;chartDesigner=empty;chartBodyBundled=false;chartPath=1.aff,normal-slot,,シエラ,,,,,,,,,,,1.aff,False
solitarydream,112,"{""en"":""Solitary Dream"",""ja"":""虚空の夢""}",2,FTR,8,True,8+,True,rating=8;hidden_until=none;chartDesigner=empty;chartBodyBundled=false;chartPath=2.aff,normal-slot,,シエラ,,,,,,,,,,,2.aff,False
antithese,113,"{""en"":""Antithese""}",0,PST,2,,2,True,rating=2;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,chaos//engine,釜飯轟々丸 + Khronetic,,,,,,,,,,,0.aff,False
antithese,113,"{""en"":""Antithese""}",1,PRS,5,,5,True,rating=5;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,chaos//engine,釜飯轟々丸 + Khronetic,,,,,,,,,,,1.aff,False
antithese,113,"{""en"":""Antithese""}",2,FTR,8,True,8+,True,rating=8;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,chaos//engine,釜飯轟々丸 + Khronetic,,,,,,,,,,,2.aff,False
antithese,113,"{""en"":""Antithese""}",3,BYD,9,,9,True,rating=9;hidden_until=difficulty;chartDesigner=present;chartBodyBundled=false;chartPath=3.aff,unlock-gated-slot,石樂,釜飯轟々丸 + jht,True,,,,,,1639008002,3.10,,,3.aff,False
corruption,114,"{""en"":""Corruption""}",0,PST,3,,3,True,rating=3;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,₸öα$†ε₹,BerryVerrine,,,,,,,,,,,0.aff,False
corruption,114,"{""en"":""Corruption""}",1,PRS,6,,6,True,rating=6;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,₸öα$†ε₹,BerryVerrine,,,,,,,,,,,1.aff,False
corruption,114,"{""en"":""Corruption""}",2,FTR,9,True,9+,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,₸öα$†ε₹,BerryVerrine,,,,,,,,,,,2.aff,False
blackterritory,115,"{""en"":""Black Territory""}",0,PST,3,,3,True,rating=3;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,NitroNukeδ,トロ３,,,,,,,,,,,0.aff,False
blackterritory,115,"{""en"":""Black Territory""}",1,PRS,7,,7,True,rating=7;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,NitroNukeδ,トロ３,,,,,,,,,,,1.aff,False
blackterritory,115,"{""en"":""Black Territory""}",2,FTR,9,True,9+,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,NitroNukeδ,トロ３,,,,,,,,,,,2.aff,False
viciousheroism,116,"{""en"":""Vicious Heroism""}",0,PST,4,,4,True,rating=4;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,Nitro vanquish Toaster.,吠L,,,,,,,,,,,0.aff,False
viciousheroism,116,"{""en"":""Vicious Heroism""}",1,PRS,7,,7,True,rating=7;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,Nitro vanquish Toaster.,吠L,,,,,,,,,,,1.aff,False
viciousheroism,116,"{""en"":""Vicious Heroism""}",2,FTR,10,,10,True,rating=10;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,Nitro vanquish Toaster.,吠L,,,,,,,,,,,2.aff,False
viciousheroism,116,"{""en"":""Vicious Heroism""}",3,BYD,11,,11,True,rating=11;hidden_until=difficulty;chartDesigner=present;chartBodyBundled=false;chartPath=3.aff,unlock-gated-slot,[FUTiLE] Defiance,陽葉ヨウ,True,,"{""en"":""Vicious [ANTi] Heroism""}",True,271,271,1706140806,5.3,viciousheroism3,,3.aff,False
cyaegha,117,"{""en"":""Cyaegha""}",0,PST,5,,5,True,rating=5;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,夜浪、旧支配者,シエラ,,,,,,,,,,,0.aff,False
cyaegha,117,"{""en"":""Cyaegha""}",1,PRS,8,,8,True,rating=8;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,夜浪、旧支配者,シエラ,,,,,,,,,,,1.aff,False
cyaegha,117,"{""en"":""Cyaegha""}",2,FTR,10,True,10+,True,rating=10;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,夜浪、旧支配者,シエラ,,,,,,,,,,,2.aff,False
revixy,118,"{""en"":""ReviXy""}",0,PST,3,,3,True,rating=3;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,Revoke Kurorak,出前,,,,,,,,,,,0.aff,False
revixy,118,"{""en"":""ReviXy""}",1,PRS,7,,7,True,rating=7;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,Revoke Kurorak,出前,,,,,,,,,,,1.aff,False
revixy,118,"{""en"":""ReviXy""}",2,FTR,9,,9,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,Revoke Kurorak,出前,,,,,,,,,,,2.aff,False
grimheart,119,"{""en"":""Grimheart""}",0,PST,2,,2,True,rating=2;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=0.aff,normal-slot,Toaster,,,,,,,,,,,,0.aff,True
grimheart,119,"{""en"":""Grimheart""}",1,PRS,5,,5,True,rating=5;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=1.aff,normal-slot,Toaster,,,,,,,,,,,,1.aff,True
grimheart,119,"{""en"":""Grimheart""}",2,FTR,8,True,8+,True,rating=8;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=2.aff,normal-slot,Toaster,,,,,,,,,,,,2.aff,True
vector,120,"{""en"":""VECTOЯ""}",0,PST,3,,3,True,rating=3;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,Nitro,ふぇいフリック,,,,,,,,,,,0.aff,False
vector,120,"{""en"":""VECTOЯ""}",1,PRS,7,,7,True,rating=7;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,Nitro,ふぇいフリック,,,,,,,,,,,1.aff,False
vector,120,"{""en"":""VECTOЯ""}",2,FTR,9,,9,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,Nitro,ふぇいフリック,,,,,,,,,,,2.aff,False
supernova,121,"{""en"":""SUPERNOVA""}",0,PST,3,,3,True,rating=3;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,東超新星,Khronetic,,,,,,,,,,,0.aff,False
supernova,121,"{""en"":""SUPERNOVA""}",1,PRS,6,,6,True,rating=6;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,東超新星,Khronetic,,,,,,,,,,,1.aff,False
supernova,121,"{""en"":""SUPERNOVA""}",2,FTR,9,True,9+,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,東超新星,Khronetic,,,,,,,,,,,2.aff,False
dottodot,122,"{""en"":""Dot to Dot feat. shully""}",0,PST,3,,3,True,rating=3;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,•Nitro•,DJ Poyoshi,,,,,,,,,,,0.aff,False
dottodot,122,"{""en"":""Dot to Dot feat. shully""}",1,PRS,6,,6,True,rating=6;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,•Nitro•,DJ Poyoshi,,,,,,,,,,,1.aff,False
dottodot,122,"{""en"":""Dot to Dot feat. shully""}",2,FTR,8,,8,True,rating=8;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,•Nitro•,DJ Poyoshi,,,,,,,,,,,2.aff,False
garakuta,123,"{""en"":""Garakuta Doll Play""}",0,PST,4,,4,True,rating=4;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,Arcaea Charting Team【Royal Flush】,,,,,,,,,,,,0.aff,False
garakuta,123,"{""en"":""Garakuta Doll Play""}",1,PRS,6,,6,True,rating=6;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,Arcaea Charting Team【Royal Flush】,,,,,,,,,,,,1.aff,False
garakuta,123,"{""en"":""Garakuta Doll Play""}",2,FTR,10,,10,True,rating=10;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,Arcaea Charting Teamからの挑戦状 ,,,,,,,,,,,,2.aff,False
ikazuchi,124,"{""en"":""Ikazuchi"",""ja"":""怒槌""}",0,PST,3,,3,True,rating=3;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,先史の機械神【夜浪】,,,,,,,,,,,,0.aff,False
ikazuchi,124,"{""en"":""Ikazuchi"",""ja"":""怒槌""}",1,PRS,7,,7,True,rating=7;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,先史の機械神【夜浪】,,,,,,,,,,,,1.aff,False
ikazuchi,124,"{""en"":""Ikazuchi"",""ja"":""怒槌""}",2,FTR,10,,10,True,rating=10;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,先史の機械神【夜浪】,,,,,,,,,,,,2.aff,False
worldvanquisher,125,"{""en"":""World Vanquisher""}",0,PST,2,,2,True,rating=2;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,処刑人【東星】,,,,,,,,,,,,0.aff,False
worldvanquisher,125,"{""en"":""World Vanquisher""}",1,PRS,5,,5,True,rating=5;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,処刑人【東星】,,,,,,,,,,,,1.aff,False
worldvanquisher,125,"{""en"":""World Vanquisher""}",2,FTR,10,True,10+,True,rating=10;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,処刑人【東星】,,,,,,,,,,,,2.aff,False
dreadnought,126,"{""en"":""Dreadnought""}",0,PST,4,,4,True,rating=4;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,Nitro,,,,,,,,,,,,0.aff,False
dreadnought,126,"{""en"":""Dreadnought""}",1,PRS,7,,7,True,rating=7;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,Nitro,,,,,,,,,,,,1.aff,False
dreadnought,126,"{""en"":""Dreadnought""}",2,FTR,9,True,9+,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,Astronomer (Toaster + 東星),,,,,,,,,,,,2.aff,False
vindication,128,"{""en"":""Vindication""}",0,PST,4,,4,True,rating=4;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,Toaster,EB十,,,,,,,,,,,0.aff,False
vindication,128,"{""en"":""Vindication""}",1,PRS,6,,6,True,rating=6;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,Toaster,EB十,,,,,,,,,,,1.aff,False
vindication,128,"{""en"":""Vindication""}",2,FTR,9,,9,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,Nitro vs Toaster,EB十,,,,,,,,,,,2.aff,False
heavensdoor,129,"{""en"":""Heavensdoor""}",0,PST,4,,4,True,rating=4;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,Kurorak,yusi. + Khronetic,,,,,,,,,,,0.aff,False
heavensdoor,129,"{""en"":""Heavensdoor""}",1,PRS,7,,7,True,rating=7;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,Kurorak,yusi. + Khronetic,,,,,,,,,,,1.aff,False
heavensdoor,129,"{""en"":""Heavensdoor""}",2,FTR,9,True,9+,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,Black Tea,yusi. + Khronetic,,,,,,,,,,,2.aff,False
