assetPath,resourceFamily,localeSuffix,rawLocaleSuffix,normalizedLocale,assetRole,evidence,confidence,note
assets/char/21_mp.png,21,,,,linkplay-character-preview,assets/char/21_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/21u_mp.png,21u,,,,linkplay-character-preview,assets/char/21u_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/22_mp.png,22,,,,linkplay-character-preview,assets/char/22_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/22a_mp.png,22a,,,,linkplay-character-preview,assets/char/22a_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/23_mp.png,23,,,,linkplay-character-preview,assets/char/23_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/23u_mp.png,23u,,,,linkplay-character-preview,assets/char/23u_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/24_mp.png,24,,,,linkplay-character-preview,assets/char/24_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/24a_mp.png,24a,,,,linkplay-character-preview,assets/char/24a_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/25_mp.png,25,,,,linkplay-character-preview,assets/char/25_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/26_mp.png,26,,,,linkplay-character-preview,assets/char/26_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/26u_mp.png,26u,,,,linkplay-character-preview,assets/char/26u_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/27_mp.png,27,,,,linkplay-character-preview,assets/char/27_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/27u_mp.png,27u,,,,linkplay-character-preview,assets/char/27u_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/28_mp.png,28,,,,linkplay-character-preview,assets/char/28_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/28u_mp.png,28u,,,,linkplay-character-preview,assets/char/28u_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/29_mp.png,29,,,,linkplay-character-preview,assets/char/29_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/29u_mp.png,29u,,,,linkplay-character-preview,assets/char/29u_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/2_mp.png,2,,,,linkplay-character-preview,assets/char/2_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/2u_mp.png,2u,,,,linkplay-character-preview,assets/char/2u_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/30_mp.png,30,,,,linkplay-character-preview,assets/char/30_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/30u_mp.png,30u,,,,linkplay-character-preview,assets/char/30u_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/31_mp.png,31,,,,linkplay-character-preview,assets/char/31_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/32_mp.png,32,,,,linkplay-character-preview,assets/char/32_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/33_mp.png,33,,,,linkplay-character-preview,assets/char/33_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/34_mp.png,34,,,,linkplay-character-preview,assets/char/34_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/34u_mp.png,34u,,,,linkplay-character-preview,assets/char/34u_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/35_mp.png,35,,,,linkplay-character-preview,assets/char/35_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/36_mp.png,36,,,,linkplay-character-preview,assets/char/36_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/36u_mp.png,36u,,,,linkplay-character-preview,assets/char/36u_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/37_mp.png,37,,,,linkplay-character-preview,assets/char/37_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/38_mp.png,38,,,,linkplay-character-preview,assets/char/38_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/39_mp.png,39,,,,linkplay-character-preview,assets/char/39_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/3_mp.png,3,,,,linkplay-character-preview,assets/char/3_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/40_mp.png,40,,,,linkplay-character-preview,assets/char/40_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/40a_mp.png,40a,,,,linkplay-character-preview,assets/char/40a_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/41_mp.png,41,,,,linkplay-character-preview,assets/char/41_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/42_mp.png,42,,,,linkplay-character-preview,assets/char/42_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/42u_mp.png,42u,,,,linkplay-character-preview,assets/char/42u_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/43_mp.png,43,,,,linkplay-character-preview,assets/char/43_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/43u_mp.png,43u,,,,linkplay-character-preview,assets/char/43u_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/44_mp.png,44,,,,linkplay-character-preview,assets/char/44_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/45_mp.png,45,,,,linkplay-character-preview,assets/char/45_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/46_mp.png,46,,,,linkplay-character-preview,assets/char/46_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/47_mp.png,47,,,,linkplay-character-preview,assets/char/47_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/48_mp.png,48,,,,linkplay-character-preview,assets/char/48_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/48a_mp.png,48a,,,,linkplay-character-preview,assets/char/48a_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/49_mp.png,49,,,,linkplay-character-preview,assets/char/49_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/4_mp.png,4,,,,linkplay-character-preview,assets/char/4_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/4u_mp.png,4u,,,,linkplay-character-preview,assets/char/4u_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/50_mp.png,50,,,,linkplay-character-preview,assets/char/50_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/51_mp.png,51,,,,linkplay-character-preview,assets/char/51_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/52_mp.png,52,,,,linkplay-character-preview,assets/char/52_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/53_mp.png,53,,,,linkplay-character-preview,assets/char/53_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/54_mp.png,54,,,,linkplay-character-preview,assets/char/54_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/55_mp.png,55,,,,linkplay-character-preview,assets/char/55_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/56_mp.png,56,,,,linkplay-character-preview,assets/char/56_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/57_mp.png,57,,,,linkplay-character-preview,assets/char/57_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/58_mp.png,58,,,,linkplay-character-preview,assets/char/58_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/59_mp.png,59,,,,linkplay-character-preview,assets/char/59_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/5_mp.png,5,,,,linkplay-character-preview,assets/char/5_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/5u_mp.png,5u,,,,linkplay-character-preview,assets/char/5u_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/60_mp.png,60,,,,linkplay-character-preview,assets/char/60_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/61_mp.png,61,,,,linkplay-character-preview,assets/char/61_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/62_mp.png,62,,,,linkplay-character-preview,assets/char/62_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/63_mp.png,63,,,,linkplay-character-preview,assets/char/63_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/64_mp.png,64,,,,linkplay-character-preview,assets/char/64_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/65_mp.png,65,,,,linkplay-character-preview,assets/char/65_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/66_mp.png,66,,,,linkplay-character-preview,assets/char/66_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/66u_mp.png,66u,,,,linkplay-character-preview,assets/char/66u_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/67_mp.png,67,,,,linkplay-character-preview,assets/char/67_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/68_mp.png,68,,,,linkplay-character-preview,assets/char/68_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/69_mp.png,69,,,,linkplay-character-preview,assets/char/69_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/69a_mp.png,69a,,,,linkplay-character-preview,assets/char/69a_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/6_mp.png,6,,,,linkplay-character-preview,assets/char/6_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/70_mp.png,70,,,,linkplay-character-preview,assets/char/70_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/70a_mp.png,70a,,,,linkplay-character-preview,assets/char/70a_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/71_mp.png,71,,,,linkplay-character-preview,assets/char/71_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/71l_mp.png,71l,,,,linkplay-character-preview,assets/char/71l_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/71u_mp.png,71u,,,,linkplay-character-preview,assets/char/71u_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/72_mp.png,72,,,,linkplay-character-preview,assets/char/72_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/73_mp.png,73,,,,linkplay-character-preview,assets/char/73_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/73u_mp.png,73u,,,,linkplay-character-preview,assets/char/73u_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/74_mp.png,74,,,,linkplay-character-preview,assets/char/74_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/75_mp.png,75,,,,linkplay-character-preview,assets/char/75_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/76_mp.png,76,,,,linkplay-character-preview,assets/char/76_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/76a_mp.png,76a,,,,linkplay-character-preview,assets/char/76a_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/77_mp.png,77,,,,linkplay-character-preview,assets/char/77_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/77a_mp.png,77a,,,,linkplay-character-preview,assets/char/77a_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/78_mp.png,78,,,,linkplay-character-preview,assets/char/78_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/79_mp.png,79,,,,linkplay-character-preview,assets/char/79_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/7_mp.png,7,,,,linkplay-character-preview,assets/char/7_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/80_mp.png,80,,,,linkplay-character-preview,assets/char/80_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/81_mp.png,81,,,,linkplay-character-preview,assets/char/81_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/81u_mp.png,81u,,,,linkplay-character-preview,assets/char/81u_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/82_mp.png,82,,,,linkplay-character-preview,assets/char/82_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/82u_mp.png,82u,,,,linkplay-character-preview,assets/char/82u_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/83_mp.png,83,,,,linkplay-character-preview,assets/char/83_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/84_mp.png,84,,,,linkplay-character-preview,assets/char/84_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/84u_mp.png,84u,,,,linkplay-character-preview,assets/char/84u_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/85_mp.png,85,,,,linkplay-character-preview,assets/char/85_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/85a_mp.png,85a,,,,linkplay-character-preview,assets/char/85a_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/86_mp.png,86,,,,linkplay-character-preview,assets/char/86_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/86a_mp.png,86a,,,,linkplay-character-preview,assets/char/86a_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/87_mp.png,87,,,,linkplay-character-preview,assets/char/87_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/87a_mp.png,87a,,,,linkplay-character-preview,assets/char/87a_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/88_mp.png,88,,,,linkplay-character-preview,assets/char/88_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/88a_mp.png,88a,,,,linkplay-character-preview,assets/char/88a_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/89_mp.png,89,,,,linkplay-character-preview,assets/char/89_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/89u_mp.png,89u,,,,linkplay-character-preview,assets/char/89u_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/8_mp.png,8,,,,linkplay-character-preview,assets/char/8_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/90_mp.png,90,,,,linkplay-character-preview,assets/char/90_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/91_mp.png,91,,,,linkplay-character-preview,assets/char/91_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/91a_mp.png,91a,,,,linkplay-character-preview,assets/char/91a_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/92_mp.png,92,,,,linkplay-character-preview,assets/char/92_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/92a_mp.png,92a,,,,linkplay-character-preview,assets/char/92a_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/93_mp.png,93,,,,linkplay-character-preview,assets/char/93_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/94_mp.png,94,,,,linkplay-character-preview,assets/char/94_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/95_mp.png,95,,,,linkplay-character-preview,assets/char/95_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/96_mp.png,96,,,,linkplay-character-preview,assets/char/96_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/99_mp.png,99,,,,linkplay-character-preview,assets/char/99_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/9_mp.png,9,,,,linkplay-character-preview,assets/char/9_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
assets/char/9a_mp.png,9a,,,,linkplay-character-preview,assets/char/9a_mp.png,High,character _mp path is a multiplayer preview; -1_mp is a placeholder candidate
