candidateType,candidate,trackFolder,title,artist,indexRaw,uniqueWithinCurrentApk,crossVersionValidated,renameResistance,extractability,phase6Suitability,confidence,evidence
full-track-folder,Assets/Tracks/000AinSophAur.Yumeji.0/,000AinSophAur.Yumeji.0,000AinSophAur,Yumeji,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/000AinSophAur.Yumeji.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/ERABYECONNEC10N.かめりあ.0/,ERABYECONNEC10N.かめりあ.0,ERABYECONNEC10N,かめりあ,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/ERABYECONNEC10N.かめりあ.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/ElCondorPasaPhigrosEdit.PlasticFruits.0/,ElCondorPasaPhigrosEdit.PlasticFruits.0,ElCondorPasaPhigrosEdit,PlasticFruits,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/ElCondorPasaPhigrosEdit.PlasticFruits.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/Electron.ElousFZ.0/,Electron.ElousFZ.0,Electron,ElousFZ,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/Electron.ElousFZ.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/Eltaw.Fl00t.0/,Eltaw.Fl00t.0,Eltaw,Fl00t,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/Eltaw.Fl00t.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/Elúltimobaile.Θ.0/,Elúltimobaile.Θ.0,Elúltimobaile,Θ,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/Elúltimobaile.Θ.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/EndMe.ZxNXasDelaina.0/,EndMe.ZxNXasDelaina.0,EndMe,ZxNXasDelaina,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/EndMe.ZxNXasDelaina.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/EnginexStartmelodymix.CrossingSound.0/,EnginexStartmelodymix.CrossingSound.0,EnginexStartmelodymix,CrossingSound,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/EnginexStartmelodymix.CrossingSound.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/EradicationCatastrophe.NceS.0/,EradicationCatastrophe.NceS.0,EradicationCatastrophe,NceS,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/EradicationCatastrophe.NceS.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/EternalSnow.AbyssIdols.0/,EternalSnow.AbyssIdols.0,EternalSnow,AbyssIdols,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/EternalSnow.AbyssIdols.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/FULiAUTOBUSTER.MYUKKE.0/,FULiAUTOBUSTER.MYUKKE.0,FULiAUTOBUSTER,MYUKKE,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/FULiAUTOBUSTER.MYUKKE.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/FULiAUTOSHOOTER.MYUKKE.0/,FULiAUTOSHOOTER.MYUKKE.0,FULiAUTOSHOOTER,MYUKKE,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/FULiAUTOSHOOTER.MYUKKE.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/Feast远东之宴.茶鸣拾贰律.0/,Feast远东之宴.茶鸣拾贰律.0,Feast远东之宴,茶鸣拾贰律,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/Feast远东之宴.茶鸣拾贰律.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/FinalStep.Lime.0/,FinalStep.Lime.0,FinalStep,Lime,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/FinalStep.Lime.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/FindMe.Kforest.0/,FindMe.Kforest.0,FindMe,Kforest,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/FindMe.Kforest.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/FixationsTowardtheStars.Foodbot.0/,FixationsTowardtheStars.Foodbot.0,FixationsTowardtheStars,Foodbot,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/FixationsTowardtheStars.Foodbot.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/FlutterEcho.Cansol.0/,FlutterEcho.Cansol.0,FlutterEcho,Cansol,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/FlutterEcho.Cansol.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/FracturedAngel.DJRaisei.0/,FracturedAngel.DJRaisei.0,FracturedAngel,DJRaisei,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/FracturedAngel.DJRaisei.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/FreakyUndulationsNobleKnightsofTune.JehezukielKURORAK.0/,FreakyUndulationsNobleKnightsofTune.JehezukielKURORAK.0,FreakyUndulationsNobleKnightsofTune,JehezukielKURORAK,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/FreakyUndulationsNobleKnightsofTune.JehezukielKURORAK.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/FrozenHeart.A39沙包P.0/,FrozenHeart.A39沙包P.0,FrozenHeart,A39沙包P,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/FrozenHeart.A39沙包P.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/FutureMind.RayNauticaRekuMochizuki.0/,FutureMind.RayNauticaRekuMochizuki.0,FutureMind,RayNauticaRekuMochizuki,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/FutureMind.RayNauticaRekuMochizuki.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/GOODBOUNCE.EBIMAYO.0/,GOODBOUNCE.EBIMAYO.0,GOODBOUNCE,EBIMAYO,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/GOODBOUNCE.EBIMAYO.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/GOODFORTUNE.EBIMAYO.0/,GOODFORTUNE.EBIMAYO.0,GOODFORTUNE,EBIMAYO,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/GOODFORTUNE.EBIMAYO.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/GOODRAGE.EBIMAYO.0/,GOODRAGE.EBIMAYO.0,GOODRAGE,EBIMAYO,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/GOODRAGE.EBIMAYO.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/GOODTEK.EBIMAYO.0/,GOODTEK.EBIMAYO.0,GOODTEK,EBIMAYO,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/GOODTEK.EBIMAYO.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/GOODWORLD.EBIMAYO.0/,GOODWORLD.EBIMAYO.0,GOODWORLD,EBIMAYO,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/GOODWORLD.EBIMAYO.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/GVNGlitterVomitusandNeon.SaltySaltUnfold33.0/,GVNGlitterVomitusandNeon.SaltySaltUnfold33.0,GVNGlitterVomitusandNeon,SaltySaltUnfold33,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/GVNGlitterVomitusandNeon.SaltySaltUnfold33.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/GetBack.CAP3.0/,GetBack.CAP3.0,GetBack,CAP3,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/GetBack.CAP3.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/GetReady.iF.0/,GetReady.iF.0,GetReady,iF,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/GetReady.iF.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/Glaciaxion.SunsetRay.0/,Glaciaxion.SunsetRay.0,Glaciaxion,SunsetRay,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/Glaciaxion.SunsetRay.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/Grimheart.Puru.0/,Grimheart.Puru.0,Grimheart,Puru,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/Grimheart.Puru.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/GungnirFracture.Kryexe.0/,GungnirFracture.Kryexe.0,GungnirFracture,Kryexe,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/GungnirFracture.Kryexe.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/HAZARD.Limpid.0/,HAZARD.Limpid.0,HAZARD,Limpid,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/HAZARD.Limpid.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/HardcoreKwaya.EnFr.0/,HardcoreKwaya.EnFr.0,HardcoreKwaya,EnFr,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/HardcoreKwaya.EnFr.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/Helios.NOABotaNya.0/,Helios.NOABotaNya.0,Helios,NOABotaNya,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/Helios.NOABotaNya.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/HorizonBlue.NothingButRequiemfeatAikapinChiyoko.0/,HorizonBlue.NothingButRequiemfeatAikapinChiyoko.0,HorizonBlue,NothingButRequiemfeatAikapinChiyoko,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/HorizonBlue.NothingButRequiemfeatAikapinChiyoko.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/HumaN.SOTUI.0/,HumaN.SOTUI.0,HumaN,SOTUI,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/HumaN.SOTUI.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/Hydra.JamesLandinoXAkiraComplex.0/,Hydra.JamesLandinoXAkiraComplex.0,Hydra,JamesLandinoXAkiraComplex,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/Hydra.JamesLandinoXAkiraComplex.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/IMustSayNo.TangJuan.0/,IMustSayNo.TangJuan.0,IMustSayNo,TangJuan,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/IMustSayNo.TangJuan.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/INFiNiTEENERZYOverdoze.RekuMochizuki.0/,INFiNiTEENERZYOverdoze.RekuMochizuki.0,INFiNiTEENERZYOverdoze,RekuMochizuki,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/INFiNiTEENERZYOverdoze.RekuMochizuki.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/Igallta.SeURa.0/,Igallta.SeURa.0,Igallta,SeURa,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/Igallta.SeURa.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/Incyde.YbeLL.0/,Incyde.YbeLL.0,Incyde,YbeLL,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/Incyde.YbeLL.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/IndelibleScar.Noah.0/,IndelibleScar.Noah.0,IndelibleScar,Noah,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/IndelibleScar.Noah.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/InfinityHeaven.HyuN.0/,InfinityHeaven.HyuN.0,InfinityHeaven,HyuN,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/InfinityHeaven.HyuN.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/Initialize.iF.0/,Initialize.iF.0,Initialize,iF,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/Initialize.iF.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/Introduction/,Introduction,Introduction,,,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/Introduction/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/InvertedWorld.ARForest.0/,InvertedWorld.ARForest.0,InvertedWorld,ARForest,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/InvertedWorld.ARForest.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/JourneywithYou.Iris.0/,JourneywithYou.Iris.0,JourneywithYou,Iris,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/JourneywithYou.Iris.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/JunXionBetweenLifeAndDeathVIPMix.1N6Fs.0/,JunXionBetweenLifeAndDeathVIPMix.1N6Fs.0,JunXionBetweenLifeAndDeathVIPMix,1N6Fs,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/JunXionBetweenLifeAndDeathVIPMix.1N6Fs.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/KIZUNAResolution.TAG.0/,KIZUNAResolution.TAG.0,KIZUNAResolution,TAG,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/KIZUNAResolution.TAG.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/KMoeVIP.ZxNX.0/,KMoeVIP.ZxNX.0,KMoeVIP,ZxNX,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/KMoeVIP.ZxNX.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/Kerberos.Zris.0/,Kerberos.Zris.0,Kerberos,Zris,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/Kerberos.Zris.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/Khalid.Dolphin.0/,Khalid.Dolphin.0,Khalid,Dolphin,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/Khalid.Dolphin.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/KhronostasisKatharsis.Halv.0/,KhronostasisKatharsis.Halv.0,KhronostasisKatharsis,Halv,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/KhronostasisKatharsis.Halv.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/KirakiraNoelStory.RekuMochizuki.0/,KirakiraNoelStory.RekuMochizuki.0,KirakiraNoelStory,RekuMochizuki,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/KirakiraNoelStory.RekuMochizuki.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/Komplexe.雄之助featSennzai.0/,Komplexe.雄之助featSennzai.0,Komplexe,雄之助featSennzai,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/Komplexe.雄之助featSennzai.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/LabyrinthinKowloonWalledWorld.かめりあ.0/,LabyrinthinKowloonWalledWorld.かめりあ.0,LabyrinthinKowloonWalledWorld,かめりあ,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/LabyrinthinKowloonWalledWorld.かめりあ.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/LeaveAllBehind.rider.0/,LeaveAllBehind.rider.0,LeaveAllBehind,rider,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/LeaveAllBehind.rider.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/Letempsperdu.Daison.0/,Letempsperdu.Daison.0,Letempsperdu,Daison,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/Letempsperdu.Daison.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/Locomotive.K.0/,Locomotive.K.0,Locomotive,K,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/Locomotive.K.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/Luminescence.米虾Fomiki初云CLoudie.0/,Luminescence.米虾Fomiki初云CLoudie.0,Luminescence,米虾Fomiki初云CLoudie,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/Luminescence.米虾Fomiki初云CLoudie.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/Luminescent.Daison.0/,Luminescent.Daison.0,Luminescent,Daison,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/Luminescent.Daison.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/LuminousEntitiesLostHeart.NormalMfeatUsagiDenki.0/,LuminousEntitiesLostHeart.NormalMfeatUsagiDenki.0,LuminousEntitiesLostHeart,NormalMfeatUsagiDenki,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/LuminousEntitiesLostHeart.NormalMfeatUsagiDenki.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/Lyrith迷宮リリス.ユメミド.0/,Lyrith迷宮リリス.ユメミド.0,Lyrith迷宮リリス,ユメミド,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/Lyrith迷宮リリス.ユメミド.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/MARENOL.LeaF.0/,MARENOL.LeaF.0,MARENOL,LeaF,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/MARENOL.LeaF.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/MOBILYS.Dachs.0/,MOBILYS.Dachs.0,MOBILYS,Dachs,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/MOBILYS.Dachs.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/MagentaPotion.EmoCo.0/,MagentaPotion.EmoCo.0,MagentaPotion,EmoCo,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/MagentaPotion.EmoCo.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/ManifoldHypothesis.cybermisofeattigerlily.0/,ManifoldHypothesis.cybermisofeattigerlily.0,ManifoldHypothesis,cybermisofeattigerlily,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/ManifoldHypothesis.cybermisofeattigerlily.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/MiracleForestVIPMix.Rinthlive.0/,MiracleForestVIPMix.Rinthlive.0,MiracleForestVIPMix,Rinthlive,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/MiracleForestVIPMix.Rinthlive.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/NOONEYESMAN.MYUKKE.0/,NOONEYESMAN.MYUKKE.0,NOONEYESMAN,MYUKKE,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/NOONEYESMAN.MYUKKE.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/NOx.Juggernaut.0/,NOx.Juggernaut.0,NOx,Juggernaut,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/NOx.Juggernaut.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/NYA.FLuoRiTe姜米條.0/,NYA.FLuoRiTe姜米條.0,NYA,FLuoRiTe姜米條,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/NYA.FLuoRiTe姜米條.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/NextTime.SaMZIng.0/,NextTime.SaMZIng.0,NextTime,SaMZIng,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/NextTime.SaMZIng.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/Nhelv.Silentroom.0/,Nhelv.Silentroom.0,Nhelv,Silentroom,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/Nhelv.Silentroom.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/NickofTime.P4koo.0/,NickofTime.P4koo.0,NickofTime,P4koo,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/NickofTime.P4koo.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/NightTheater.わかどり.0/,NightTheater.わかどり.0,NightTheater,わかどり,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/NightTheater.わかどり.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/NonMelodicRagezMUGEdit.Normal1zer.0/,NonMelodicRagezMUGEdit.Normal1zer.0,NonMelodicRagezMUGEdit,Normal1zer,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/NonMelodicRagezMUGEdit.Normal1zer.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/NowIsTheTimeDoIt.RoyMikelate.0/,NowIsTheTimeDoIt.RoyMikelate.0,NowIsTheTimeDoIt,RoyMikelate,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/NowIsTheTimeDoIt.RoyMikelate.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/OnAndOn.ETIAfeatJenga.0/,OnAndOn.ETIAfeatJenga.0,OnAndOn,ETIAfeatJenga,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/OnAndOn.ETIAfeatJenga.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/Originally.SNKSMizku.0/,Originally.SNKSMizku.0,Originally,SNKSMizku,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/Originally.SNKSMizku.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/Orthodox.tokiwa.0/,Orthodox.tokiwa.0,Orthodox,tokiwa,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/Orthodox.tokiwa.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/PANICPARADISE.DJSHIONY.0/,PANICPARADISE.DJSHIONY.0,PANICPARADISE,DJSHIONY,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/PANICPARADISE.DJSHIONY.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/PRAGMATISMRESURRECTION.Laur.0/,PRAGMATISMRESURRECTION.Laur.0,PRAGMATISMRESURRECTION,Laur,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/PRAGMATISMRESURRECTION.Laur.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/PRAW.Bluewind.0/,PRAW.Bluewind.0,PRAW,Bluewind,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/PRAW.Bluewind.0/; 2 catalog rows for Illustration key
full-track-folder,Assets/Tracks/Palescreen.WyvernPfeatMadol.0/,Palescreen.WyvernPfeatMadol.0,Palescreen,WyvernPfeatMadol,0,True,False,low-to-medium: title/artist tokens are embedded in key,high,best available candidate pending APK pair,medium,Addressables key prefix Assets/Tracks/Palescreen.WyvernPfeatMadol.0/; 2 catalog rows for Illustration key
