packId,packOrder,nameLocalized,descriptionLocalized,section,packParent,isExtendPack,isActiveExtendPack,customBanner,smallPackImage,cutoutPackImage,assetPath,coverRole,variant,evidence,confidence
observer_append_1,22,en=Pale Tapestry,"en=The tapestry extends, far, far
into the distance, until...

Discover three additional songs
in this addition to Esoteric Order,
all winners of the Arcaea Song Contest 2020!;ja=彼方を超えて広がる、世界という織物。
遠く遠く、その果ては──。

Esoteric Orderに加わる、
Arcaea楽曲コンテスト2020受賞曲、
3つの新曲を目撃せよ！;ko=태피스트리가 멀리,
아주 먼 곳까지 이어지는데...
이번 Esoteric Order 팩 속에
3가지 추가 악곡을 만나보세요.
아르케아 송 콘테스트 2020의 우승작입니다!;zh-Hans=美丽的织锦向外延伸，
越来越远，直到那之后……

在“Esoteric Order”的附加篇章中，
体验《韵律源点2020年歌曲竞赛》的
另外三首优胜作品！;zh-Hant=美麗的織錦向外延伸，
越來越遠，直到那之後……

在“Esoteric Order”的附加篇章中，
體驗《韻律源點2020年歌曲競賽》的
另外三首優勝作品！",sidestory,observer,,,,,,assets/songs/pack/1080/overlay_observer_append_1.png,pack-ui,overlay,assets/songs/packlist; assets/songs/pack/1080/overlay_observer_append_1.png,Confirmed
observer_append_1,22,en=Pale Tapestry,"en=The tapestry extends, far, far
into the distance, until...

Discover three additional songs
in this addition to Esoteric Order,
all winners of the Arcaea Song Contest 2020!;ja=彼方を超えて広がる、世界という織物。
遠く遠く、その果ては──。

Esoteric Orderに加わる、
Arcaea楽曲コンテスト2020受賞曲、
3つの新曲を目撃せよ！;ko=태피스트리가 멀리,
아주 먼 곳까지 이어지는데...
이번 Esoteric Order 팩 속에
3가지 추가 악곡을 만나보세요.
아르케아 송 콘테스트 2020의 우승작입니다!;zh-Hans=美丽的织锦向外延伸，
越来越远，直到那之后……

在“Esoteric Order”的附加篇章中，
体验《韵律源点2020年歌曲竞赛》的
另外三首优胜作品！;zh-Hant=美麗的織錦向外延伸，
越來越遠，直到那之後……

在“Esoteric Order”的附加篇章中，
體驗《韻律源點2020年歌曲競賽》的
另外三首優勝作品！",sidestory,observer,,,,,,assets/songs/pack/1080/select_observer_append_1-pressed.png,pack-ui,select-state,assets/songs/packlist; assets/songs/pack/1080/select_observer_append_1-pressed.png,Confirmed
observer_append_1,22,en=Pale Tapestry,"en=The tapestry extends, far, far
into the distance, until...

Discover three additional songs
in this addition to Esoteric Order,
all winners of the Arcaea Song Contest 2020!;ja=彼方を超えて広がる、世界という織物。
遠く遠く、その果ては──。

Esoteric Orderに加わる、
Arcaea楽曲コンテスト2020受賞曲、
3つの新曲を目撃せよ！;ko=태피스트리가 멀리,
아주 먼 곳까지 이어지는데...
이번 Esoteric Order 팩 속에
3가지 추가 악곡을 만나보세요.
아르케아 송 콘테스트 2020의 우승작입니다!;zh-Hans=美丽的织锦向外延伸，
越来越远，直到那之后……

在“Esoteric Order”的附加篇章中，
体验《韵律源点2020年歌曲竞赛》的
另外三首优胜作品！;zh-Hant=美麗的織錦向外延伸，
越來越遠，直到那之後……

在“Esoteric Order”的附加篇章中，
體驗《韻律源點2020年歌曲競賽》的
另外三首優勝作品！",sidestory,observer,,,,,,assets/songs/pack/1080/select_observer_append_1.png,pack-ui,select-state,assets/songs/packlist; assets/songs/pack/1080/select_observer_append_1.png,Confirmed
observer_append_2,23,en=Light of Salvation,"en=A divine light appears in the
endless void, guiding the way
back to the world of light and conflict...

Three more songs, all winners of the
Arcaea Song Contest 2020, have
arrived in this addition to Esoteric Order.;ja=光と対立の世界へと導く、
終わりなき虚無に、現れた天啓。

『Esoteric Order』に加わる、新たな光。
Arcaea楽曲コンテスト2020、
受賞曲から新たに3曲が登場。;ko=신성한 빛이 등장하여,
영원한 어둠 속을 안내한다,
다시 빛과 갈등의 세계 속으로...

이번 Esoteric Order과 함께
아르케아 송 콘테스트 2020의 우승자의 
3가지 곡이 추가됐습니다.;zh-Hans=一道神圣的光芒闪亮于无尽的虚空之中，
指引出返回光与对立的世界的道路……

《韵律源点2020年歌曲竞赛》的另外三首获奖歌曲，
现已作为“Esoteric Order”的附加篇章而到来！;zh-Hant=一道神聖的光芒閃亮於無盡的虛空之中，
指引出返迴光與對立的世界的道路……

《韻律源點2020年歌曲競賽》的另外三首獲獎歌曲，
現已作為“Esoteric Order”的附加篇章而到來！",sidestory,observer,,,,,,assets/songs/pack/1080/divider_observer_append_2.png,pack-ui,divider,assets/songs/packlist; assets/songs/pack/1080/divider_observer_append_2.png,Confirmed
observer_append_2,23,en=Light of Salvation,"en=A divine light appears in the
endless void, guiding the way
back to the world of light and conflict...

Three more songs, all winners of the
Arcaea Song Contest 2020, have
arrived in this addition to Esoteric Order.;ja=光と対立の世界へと導く、
終わりなき虚無に、現れた天啓。

『Esoteric Order』に加わる、新たな光。
Arcaea楽曲コンテスト2020、
受賞曲から新たに3曲が登場。;ko=신성한 빛이 등장하여,
영원한 어둠 속을 안내한다,
다시 빛과 갈등의 세계 속으로...

이번 Esoteric Order과 함께
아르케아 송 콘테스트 2020의 우승자의 
3가지 곡이 추가됐습니다.;zh-Hans=一道神圣的光芒闪亮于无尽的虚空之中，
指引出返回光与对立的世界的道路……

《韵律源点2020年歌曲竞赛》的另外三首获奖歌曲，
现已作为“Esoteric Order”的附加篇章而到来！;zh-Hant=一道神聖的光芒閃亮於無盡的虛空之中，
指引出返迴光與對立的世界的道路……

《韻律源點2020年歌曲競賽》的另外三首獲獎歌曲，
現已作為“Esoteric Order”的附加篇章而到來！",sidestory,observer,,,,,,assets/songs/pack/1080/overlay_observer_append_2.png,pack-ui,overlay,assets/songs/packlist; assets/songs/pack/1080/overlay_observer_append_2.png,Confirmed
observer_append_2,23,en=Light of Salvation,"en=A divine light appears in the
endless void, guiding the way
back to the world of light and conflict...

Three more songs, all winners of the
Arcaea Song Contest 2020, have
arrived in this addition to Esoteric Order.;ja=光と対立の世界へと導く、
終わりなき虚無に、現れた天啓。

『Esoteric Order』に加わる、新たな光。
Arcaea楽曲コンテスト2020、
受賞曲から新たに3曲が登場。;ko=신성한 빛이 등장하여,
영원한 어둠 속을 안내한다,
다시 빛과 갈등의 세계 속으로...

이번 Esoteric Order과 함께
아르케아 송 콘테스트 2020의 우승자의 
3가지 곡이 추가됐습니다.;zh-Hans=一道神圣的光芒闪亮于无尽的虚空之中，
指引出返回光与对立的世界的道路……

《韵律源点2020年歌曲竞赛》的另外三首获奖歌曲，
现已作为“Esoteric Order”的附加篇章而到来！;zh-Hant=一道神聖的光芒閃亮於無盡的虛空之中，
指引出返迴光與對立的世界的道路……

《韻律源點2020年歌曲競賽》的另外三首獲獎歌曲，
現已作為“Esoteric Order”的附加篇章而到來！",sidestory,observer,,,,,,assets/songs/pack/1080/select_observer_append_2-pressed.png,pack-ui,select-state,assets/songs/packlist; assets/songs/pack/1080/select_observer_append_2-pressed.png,Confirmed
observer_append_2,23,en=Light of Salvation,"en=A divine light appears in the
endless void, guiding the way
back to the world of light and conflict...

Three more songs, all winners of the
Arcaea Song Contest 2020, have
arrived in this addition to Esoteric Order.;ja=光と対立の世界へと導く、
終わりなき虚無に、現れた天啓。

『Esoteric Order』に加わる、新たな光。
Arcaea楽曲コンテスト2020、
受賞曲から新たに3曲が登場。;ko=신성한 빛이 등장하여,
영원한 어둠 속을 안내한다,
다시 빛과 갈등의 세계 속으로...

이번 Esoteric Order과 함께
아르케아 송 콘테스트 2020의 우승자의 
3가지 곡이 추가됐습니다.;zh-Hans=一道神圣的光芒闪亮于无尽的虚空之中，
指引出返回光与对立的世界的道路……

《韵律源点2020年歌曲竞赛》的另外三首获奖歌曲，
现已作为“Esoteric Order”的附加篇章而到来！;zh-Hant=一道神聖的光芒閃亮於無盡的虛空之中，
指引出返迴光與對立的世界的道路……

《韻律源點2020年歌曲競賽》的另外三首獲獎歌曲，
現已作為“Esoteric Order”的附加篇章而到來！",sidestory,observer,,,,,,assets/songs/pack/1080/select_observer_append_2.png,pack-ui,select-state,assets/songs/packlist; assets/songs/pack/1080/select_observer_append_2.png,Confirmed
dividedheart,24,en=Divided Heart,"en=Under a divided sky,
and plagued with uncertainty,
remain steadfast and noble.

Join Shirahime on her journey
through five smooth, soothing,
and exciting new songs!;ja=分かたれた空の下で、
苛むのは割り切れない不定性。
だからこそ貴く、胸を張る。

優雅に、なだらかに、
その道を彩る5つの新曲と共に、
白姫(シラヒメ)の旅路を辿ろう。;ko=갈라진 하늘 아래,
불확실성으로 괴로움에도,
변함없고 숭고하다.

시라히메, 그녀의 여행에
동행하여 다섯 개의 잔잔한
혹은 신나는 곡을 만나보세요!;zh-Hans=在割裂的天空下，
饱受未知带来的折磨，
尽管如此，她依然坚定而高贵。

在五首舒缓顺滑
而又激动人心的曲目中，
和白姬一同踏上旅程吧！;zh-Hant=在割裂的天空下，
飽受未知帶來的折磨，
儘管如此，她依然堅定而高貴。

在五首舒緩順滑
而又激動人心的曲目中，
和白姬一同踏上旅程吧！",sidestory,,,,,,,assets/songs/pack/1080_select_dividedheart.png,pack-cover,main-select,assets/songs/packlist; assets/songs/pack/1080_select_dividedheart.png,Confirmed
alice,25,en=Ephemeral Page,"en=Reality seems constantly within reach,
yet it can never truly be grasped...

Discover truths and falsehoods alike
as you travel with Alice and Tenniel,
experiencing five brand-new stylish
and upbeat songs along the way.;ja=常に手が届きそうに思えても、
真に現実を掴むことなど誰にも
出来はしない。

真実と虚実が入り交じる、
アリスとテニエルの旅を追いかけよう
スタイリッシュなアップビートを道連れに。;ko=현실은 언제나 손에 닿을것만 같은 거리에,
하지만 진정으로 이해할 수 없는...

앨리스와 테니얼을 따라 함께
진실과 거짓을 함께 발견하며
그길을 따라 들려오는 경쾌한
새로운 다섯가지 비트 스타일.;zh-Hans=现实看似触手可及，
却始终求之不得……

在爱丽丝与坦尼尔的旅途中
揭开真相与谎言，
同时体验五首风格鲜明的动感乐曲，
并沉浸在音乐的世界当中。;zh-Hant=現實總是看似近在咫尺，
但卻又虛無縹緲、捉摸不定……

探掘真相與謊言，
跟隨愛麗絲和坦尼爾的腳步，
體驗五首別具特色的動感曲目，
並沉浸在音樂的世界當中。",sidestory,,,,,,,assets/songs/pack/1080_select_alice.png,pack-cover,main-select,assets/songs/packlist; assets/songs/pack/1080_select_alice.png,Confirmed
alice_append_1,26,en=The Journey Onwards,"en=The journey of discovery is neverending...

Explore three more songs by Alice's side
in this addition to Ephemeral Page
as the scenery of Arcaea passes by endlessly.;ja=探求の旅路、そこに終わりは訪れない。

アリスと巡る3つの新曲。
『Ephemeral Page』に加わる新たな頁。
そしてArcaeaの情景は果てなく流れていく。;ko=탐색의 여정은 끝나지 않습니다...

앨리스의 옆을 함께하며 ""Ephemeral Page""에
추가될 3곡을 더 찾아 보세요.
아르케아의 풍경이 끝없이 지나갈 때 말이죠.;zh-Hans=探索之旅永无止境……

在“Ephemeral Page”的附加篇章中
体验爱丽丝视角的三首歌曲
并领略韵律源点中无尽变幻的风景。;zh-Hant=探索的旅程沒有盡頭……

在「Ephemeral Page」的附加內容當中，
隨著愛麗絲的腳步共同探索其他三首曲目，
並欣賞《韻律源點》那無窮無盡的美麗景色。",sidestory,alice,,,,,,assets/songs/pack/1080/divider_alice_append_1.png,pack-ui,divider,assets/songs/packlist; assets/songs/pack/1080/divider_alice_append_1.png,Confirmed
alice_append_1,26,en=The Journey Onwards,"en=The journey of discovery is neverending...

Explore three more songs by Alice's side
in this addition to Ephemeral Page
as the scenery of Arcaea passes by endlessly.;ja=探求の旅路、そこに終わりは訪れない。

アリスと巡る3つの新曲。
『Ephemeral Page』に加わる新たな頁。
そしてArcaeaの情景は果てなく流れていく。;ko=탐색의 여정은 끝나지 않습니다...

앨리스의 옆을 함께하며 ""Ephemeral Page""에
추가될 3곡을 더 찾아 보세요.
아르케아의 풍경이 끝없이 지나갈 때 말이죠.;zh-Hans=探索之旅永无止境……

在“Ephemeral Page”的附加篇章中
体验爱丽丝视角的三首歌曲
并领略韵律源点中无尽变幻的风景。;zh-Hant=探索的旅程沒有盡頭……

在「Ephemeral Page」的附加內容當中，
隨著愛麗絲的腳步共同探索其他三首曲目，
並欣賞《韻律源點》那無窮無盡的美麗景色。",sidestory,alice,,,,,,assets/songs/pack/1080/overlay_alice_append_1.png,pack-ui,overlay,assets/songs/packlist; assets/songs/pack/1080/overlay_alice_append_1.png,Confirmed
alice_append_1,26,en=The Journey Onwards,"en=The journey of discovery is neverending...

Explore three more songs by Alice's side
in this addition to Ephemeral Page
as the scenery of Arcaea passes by endlessly.;ja=探求の旅路、そこに終わりは訪れない。

アリスと巡る3つの新曲。
『Ephemeral Page』に加わる新たな頁。
そしてArcaeaの情景は果てなく流れていく。;ko=탐색의 여정은 끝나지 않습니다...

앨리스의 옆을 함께하며 ""Ephemeral Page""에
추가될 3곡을 더 찾아 보세요.
아르케아의 풍경이 끝없이 지나갈 때 말이죠.;zh-Hans=探索之旅永无止境……

在“Ephemeral Page”的附加篇章中
体验爱丽丝视角的三首歌曲
并领略韵律源点中无尽变幻的风景。;zh-Hant=探索的旅程沒有盡頭……

在「Ephemeral Page」的附加內容當中，
隨著愛麗絲的腳步共同探索其他三首曲目，
並欣賞《韻律源點》那無窮無盡的美麗景色。",sidestory,alice,,,,,,assets/songs/pack/1080/select_alice_append_1-pressed.png,pack-ui,select-state,assets/songs/packlist; assets/songs/pack/1080/select_alice_append_1-pressed.png,Confirmed
alice_append_1,26,en=The Journey Onwards,"en=The journey of discovery is neverending...

Explore three more songs by Alice's side
in this addition to Ephemeral Page
as the scenery of Arcaea passes by endlessly.;ja=探求の旅路、そこに終わりは訪れない。

アリスと巡る3つの新曲。
『Ephemeral Page』に加わる新たな頁。
そしてArcaeaの情景は果てなく流れていく。;ko=탐색의 여정은 끝나지 않습니다...

앨리스의 옆을 함께하며 ""Ephemeral Page""에
추가될 3곡을 더 찾아 보세요.
아르케아의 풍경이 끝없이 지나갈 때 말이죠.;zh-Hans=探索之旅永无止境……

在“Ephemeral Page”的附加篇章中
体验爱丽丝视角的三首歌曲
并领略韵律源点中无尽变幻的风景。;zh-Hant=探索的旅程沒有盡頭……

在「Ephemeral Page」的附加內容當中，
隨著愛麗絲的腳步共同探索其他三首曲目，
並欣賞《韻律源點》那無窮無盡的美麗景色。",sidestory,alice,,,,,,assets/songs/pack/1080/select_alice_append_1.png,pack-ui,select-state,assets/songs/packlist; assets/songs/pack/1080/select_alice_append_1.png,Confirmed
omatsuri,27,en=Sunset Radiance,"en=With your wish in heaven, dream a colorful dream.
A snow field spans the night, and crossing it
leads to dusk. So, with a festival in your heart...

Join Kanae in her Story as you trek across 6 songs:
5 festive winners of the Arcaea Song Contest
and 1 more song that calls to winter!;ja=かつての祭事は胸に秘め、
雪原を越え、吹雪を越え、ただ歩く。
願いの標、彩られた夢想はその先に。

さあ、叶永の旅路を辿ろう。
かつての楽曲コンテスト入賞曲5つに、
新たな楽曲1つをなぞって。;ko=하늘까지 닿은 기도, 알록달록한 꿈.
밤에 펼쳐진 눈밭을 가로지르는 사이에,
어느샌가 진 땅거미.
축제를 품은, 너의 마음.

6개의 악곡을 가로지르는 카나에의 모험에 함께하세요.
Arcaea 악곡 콘테스트 우승곡 5개,
그리고 겨울을 향해 울리는 1개의 악곡이 담겨있습니다!;zh-Hans=所求均愿天遂，万紫千红，甜似酣梦。
客路漫漫长夜，踏雪寻梅，渐入薄暮。
庆典之声，萦绕于心……

在六段优美旋律的陪伴下，听群愿娓娓道来一段往事：
五首韵律源点歌曲大赛的优胜曲目
及这个冬日的一首新曲，重磅登场！;zh-Hant=所求均願天遂，萬紫千紅，甜似酣夢。
客路漫漫長夜，踏雪尋梅，漸入薄暮。
慶典之聲，縈繞於心……

在六段優美旋律的陪伴下，聽群願娓娓道來一段往事：
五首Arcaea歌曲大賽的優勝曲目
及這個冬日的一首新曲，重磅登場！",sidestory,,,,True,,,assets/songs/pack/1080_select_omatsuri.png,pack-cover,main-select,assets/songs/packlist; assets/songs/pack/1080_select_omatsuri.png,Confirmed
zettai,28,en=Absolute Reason,"en=Memories are windows into realities,
mysteries waiting to be unraveled...

Take a journey in ruthless search of the ultimate
truth with the enigmatic Saya during five all-new,
hardcore songs! In addition, with ""Absolute Nihil""
ownership, Saya can Awaken!;ja=記憶は現実へと続く窓、
信条は過去から続く糸、
さあ、未知をほどいて、先へ。

慈悲なき探求を兆す5つの新曲、
真実を求め、サヤが歩む道を往こう。
(『Absolute Nihil』所持でサヤの覚醒が可能);ko=기억이란 현실로의 창문.
풀리기를 기다리는 수수께끼.

5개의 신곡과 함께,
진리를 찾아 떠나는 수수께끼의 소녀,
사야의 험난한 여정에 함께하세요
(""Absolute Nihil"" Pack 보유시 사야 각성 가능);zh-Hans=记忆，是通往尚未被揭晓之
真实与奥秘的窗户……

与一名神秘少女一起，
在一次探索究极真实的无情旅途中
邂逅五首全新的硬核曲目！
在获取《Absolute Nihil》之后，还可进一步觉醒她！;zh-Hant=記憶，是通往尚未被揭曉之
真實與奧秘的窗戶……

與一名神秘少女一起
在一次探索究極真實的無情旅途中
邂逅五首全新的硬核樂曲！
在獲取《Absolute Nihil》之後，還可進一步覺醒她！",sidestory,,,,,,,assets/songs/pack/1080_select_zettai.png,pack-cover,main-select,assets/songs/packlist; assets/songs/pack/1080_select_zettai.png,Confirmed
nijuusei,29,en=Binary Enfold,"en=Dive into unexplored, vibrant worlds
guided by the twins ‘Eto’ and ‘Luna’.

Join ‘Eto’ in traveling distant memories
and face ‘Luna’s merciless challenge…;ja=不思議な双子「エト」と「ルナ」に連れられて、
未知で鮮烈な新世界に飛び込みましょう。

エトの遠い記憶を巡る旅と、
ルナの無慈悲な試練に挑むために。;ko=쌍둥이 '에토', '루나' 와 함께
활기찬 미지의 세계로 빠져봅시다

'에토'와 함께 머나먼 추억속으로,
그리고 '루나'의 무모한 도전...;zh-Hans=在双子“爱托”和“露娜”的带领下
跃入那些充满活力的未知世界中。

与爱托一起在悠远的回忆中旅行，
并面对露娜无情的挑战……;zh-Hant=在雙子“愛托”和“露娜”的領導下
躍入那些充滿活力的未知世界中。

與愛托一起在悠遠的回憶中旅行，
并面對露娜無情的挑戰……",sidestory,,,,,,,assets/songs/pack/1080_select_nijuusei.png,pack-cover,main-select,assets/songs/packlist; assets/songs/pack/1080_select_nijuusei.png,Confirmed
nijuusei_append_1,30,en=Shared Time,"en=A star and moon gaze up at the day,
waiting for night to arrive...

Reunite with Eto and Luna to experience
three brand-new songs in this addition
to the Binary Enfold pack!;ja=陽光を見上げる星と月は、
いまだ夜を待つばかり。

エトとルナの二人と今再び、
新たにBinary Enfoldに加わる
3つの新曲を体験せよ！;ko=별과 달이 낮을 바라보며
밤이 도착하길 기다린다...

에토 & 루나와 재회하여
Binary Enfold 팩에 포함된
3개의 신곡을 경험하세요!;zh-Hans=一缕星月在空中凝视着，
静候着夜幕的降临……

和爱托与露娜再度重逢，
一起体验Binary Enfold曲包之上的
三首全新曲目吧！;zh-Hant=一縷星月在空中凝視著，
靜候著夜幕的降臨……

和愛托與露娜再度重逢，
一起體驗Binary Enfold曲包之上的
三首全新曲目吧！",sidestory,nijuusei,,,,,,assets/songs/pack/1080/divider_nijuusei_append_1.png,pack-ui,divider,assets/songs/packlist; assets/songs/pack/1080/divider_nijuusei_append_1.png,Confirmed
nijuusei_append_1,30,en=Shared Time,"en=A star and moon gaze up at the day,
waiting for night to arrive...

Reunite with Eto and Luna to experience
three brand-new songs in this addition
to the Binary Enfold pack!;ja=陽光を見上げる星と月は、
いまだ夜を待つばかり。

エトとルナの二人と今再び、
新たにBinary Enfoldに加わる
3つの新曲を体験せよ！;ko=별과 달이 낮을 바라보며
밤이 도착하길 기다린다...

에토 & 루나와 재회하여
Binary Enfold 팩에 포함된
3개의 신곡을 경험하세요!;zh-Hans=一缕星月在空中凝视着，
静候着夜幕的降临……

和爱托与露娜再度重逢，
一起体验Binary Enfold曲包之上的
三首全新曲目吧！;zh-Hant=一縷星月在空中凝視著，
靜候著夜幕的降臨……

和愛托與露娜再度重逢，
一起體驗Binary Enfold曲包之上的
三首全新曲目吧！",sidestory,nijuusei,,,,,,assets/songs/pack/1080/overlay_nijuusei_append_1.png,pack-ui,overlay,assets/songs/packlist; assets/songs/pack/1080/overlay_nijuusei_append_1.png,Confirmed
nijuusei_append_1,30,en=Shared Time,"en=A star and moon gaze up at the day,
waiting for night to arrive...

Reunite with Eto and Luna to experience
three brand-new songs in this addition
to the Binary Enfold pack!;ja=陽光を見上げる星と月は、
いまだ夜を待つばかり。

エトとルナの二人と今再び、
新たにBinary Enfoldに加わる
3つの新曲を体験せよ！;ko=별과 달이 낮을 바라보며
밤이 도착하길 기다린다...

에토 & 루나와 재회하여
Binary Enfold 팩에 포함된
3개의 신곡을 경험하세요!;zh-Hans=一缕星月在空中凝视着，
静候着夜幕的降临……

和爱托与露娜再度重逢，
一起体验Binary Enfold曲包之上的
三首全新曲目吧！;zh-Hant=一縷星月在空中凝視著，
靜候著夜幕的降臨……

和愛托與露娜再度重逢，
一起體驗Binary Enfold曲包之上的
三首全新曲目吧！",sidestory,nijuusei,,,,,,assets/songs/pack/1080/select_nijuusei_append_1-pressed.png,pack-ui,select-state,assets/songs/packlist; assets/songs/pack/1080/select_nijuusei_append_1-pressed.png,Confirmed
nijuusei_append_1,30,en=Shared Time,"en=A star and moon gaze up at the day,
waiting for night to arrive...

Reunite with Eto and Luna to experience
three brand-new songs in this addition
to the Binary Enfold pack!;ja=陽光を見上げる星と月は、
いまだ夜を待つばかり。

エトとルナの二人と今再び、
新たにBinary Enfoldに加わる
3つの新曲を体験せよ！;ko=별과 달이 낮을 바라보며
밤이 도착하길 기다린다...

에토 & 루나와 재회하여
Binary Enfold 팩에 포함된
3개의 신곡을 경험하세요!;zh-Hans=一缕星月在空中凝视着，
静候着夜幕的降临……

和爱托与露娜再度重逢，
一起体验Binary Enfold曲包之上的
三首全新曲目吧！;zh-Hant=一縷星月在空中凝視著，
靜候著夜幕的降臨……

和愛托與露娜再度重逢，
一起體驗Binary Enfold曲包之上的
三首全新曲目吧！",sidestory,nijuusei,,,,,,assets/songs/pack/1080/select_nijuusei_append_1.png,pack-ui,select-state,assets/songs/packlist; assets/songs/pack/1080/select_nijuusei_append_1.png,Confirmed
mirai,31,en=Ambivalent Vision,"en=The past lies foggy and shrouded
in a world of ambivalent memories...
Join Lethe to experience her conflicting
view of the past and future world.

Improve your Arcaea skills in this pack,
balanced for both new and experienced players.;ja=過去の世界は、ぼんやりとした
思い出の霧に覆われている...
レーテーと共に、過去と未来の世界の
相反する時の流れを覗きに行こう。

初心者にも経験者にも楽しめるように作られた
新しいパックで、君のスキルを磨こう！;ko=과거의 세계에 대한 기억은
안개처럼 흐린 기억만 남아 있습니다..
과거와 미래의 세계가 서로 뒤바뀌는
혼돈의 틈을 Lethe와 함께 경험해보세요.

초심자부터 숙련자까지 모두가 즐길 수 있는 곡들입니다.
새로운 뮤직팩에서 실력을 키워보세요!;zh-Hans=过去的世界，埋藏在充满矛盾的回忆之中……
和忘却一同探寻时间轴的两极——过去与未来。

无论你的水平如何，
相信你都可以在Arcaea的世界提升自己的技巧。;zh-Hant=過去埋藏在充滿矛盾的回憶裡...
和忘卻一同探尋時間軸的兩極——過去和未來。

無論是新手還是老手，
都能在秘術之地提升自己的技巧。",sidestory,,,,,,,assets/songs/pack/1080_select_mirai.png,pack-cover,main-select,assets/songs/packlist; assets/songs/pack/1080_select_mirai.png,Confirmed
shiawase,32,en=Crimson Solace,"en=Join Kou as she explores a lost,
yet familiar, joyful world.

See the brighter side of the world
of Arcaea with brand new, original 
songs in the midst of a haven
dyed in Crimson.;ja=──それはどこか懐かしくも楽しげで、
しかし今は失われた世界。

新規書き下ろし楽曲多数！
紅い安息に沈んだ欠片たちをめぐりながら、
アーケアの明るい世界を旅しましょう。
新しい仲間、”紅(コウ)”と共に。;ko=그때는 정말 따스하고 즐거웠던,
하지만 지금은 기억속에만 남아있는 아름다웠던 세계..

연분홍 빛으로 가득 찬
안식의 땅이 있던 그곳에서
Arcaea의 눈부셨던 새로운 세계를 보여주기위해
'Kou'가 당신을 기다리고 있습니다 ;zh-Hans=和红一起探索这仍旧存在欢乐、
会让你倍感熟悉的失落世界。

在全新的原创曲目以及绯红所渲染的时空中，
迎接Arcaea的光明。;zh-Hant=和紅一起探索這個仍舊帶來歡樂、
讓你倍感熟悉的失落世界。

在全新的原創曲目以及緋紅所渲染的時空裡，
迎接秘術之地的光明。",sidestory,,,,,,,assets/songs/pack/1080_select_shiawase.png,pack-cover,main-select,assets/songs/packlist; assets/songs/pack/1080_select_shiawase.png,Confirmed
djmax,33,en=DJMAX,"en=Ready to pay respect?

From across the DJMAX series come 5 timeless
songs!

Bring Hikari & El Clear to your side,
let the fever take hold!;ja=DJMAXシリーズより、
時代を超える不朽の名作を5つ収録！
最大限の敬意を、いまのあなたへ。

光＆エル・クリアと共に、
FEVERの渦を駆け昇ろう！;ko=RESPECT! 존경을 표하세요.

DJMAX로부터 건너온 5개의 시대를 초월한 악곡들!

히카리 & 엘 클리어와 함께, 
온 몸을 타고 흐르는 FEVER를 느껴보세요!;zh-Hans=准备好PAY RESPECT了吗？

千禧年代经典之作——DJMAX的五首金曲到来。

让光&克莱尔陪伴你，一起进入FEVER模式吧！;zh-Hant=準備好PAY RESPECT了嗎？

千禧年代經典之作——DJMAX的五首金曲到來。

讓光&克萊爾陪伴你，一起進入FEVER模式吧！",collab,,,,True,,,assets/songs/pack/1080_select_djmax.png,pack-cover,main-select,assets/songs/packlist; assets/songs/pack/1080_select_djmax.png,Confirmed
djmax_append_1,34,en=Collaboration Chapter 2,"en=Once more 5 songs from DJMAX
have come to test the heart.

Together with Nami (Twilight) & Sui,
don't let yourself drift into silence.
A fever is calling out again!;ja=DJMAXより再び、
君の心が試される5曲が到来。

『奈実 (宵闇)＆スイ』と共に、
打ち寄せる波を乗りこなせ。
FEVERの熱狂は、まだまだ終わらない！;ko=DJMAX를 다시 한 번.
당신의 마음을 시험할 5개의 악곡.

황혼 나미 & 스이와 함께,
침묵으로 사라지지 마세요.
FEVER의 열기가 당신을 부릅니다!;zh-Hans=又有五首DJMAX曲目到来，
这是另一次心的试炼。

同奈美（暮光）&希依一起，
勇敢发声，拒绝沉默！
FEVER仍在召唤！;zh-Hant=又有五首DJMAX曲目到來，
這是另一次心之試煉。

同奈美（暮光）&希依一起，
勇敢發聲，拒絕沈默！
FEVER仍在召喚！",collab,djmax,,,,,,assets/songs/pack/1080/divider_djmax_append_1.png,pack-ui,divider,assets/songs/packlist; assets/songs/pack/1080/divider_djmax_append_1.png,Confirmed
djmax_append_1,34,en=Collaboration Chapter 2,"en=Once more 5 songs from DJMAX
have come to test the heart.

Together with Nami (Twilight) & Sui,
don't let yourself drift into silence.
A fever is calling out again!;ja=DJMAXより再び、
君の心が試される5曲が到来。

『奈実 (宵闇)＆スイ』と共に、
打ち寄せる波を乗りこなせ。
FEVERの熱狂は、まだまだ終わらない！;ko=DJMAX를 다시 한 번.
당신의 마음을 시험할 5개의 악곡.

황혼 나미 & 스이와 함께,
침묵으로 사라지지 마세요.
FEVER의 열기가 당신을 부릅니다!;zh-Hans=又有五首DJMAX曲目到来，
这是另一次心的试炼。

同奈美（暮光）&希依一起，
勇敢发声，拒绝沉默！
FEVER仍在召唤！;zh-Hant=又有五首DJMAX曲目到來，
這是另一次心之試煉。

同奈美（暮光）&希依一起，
勇敢發聲，拒絕沈默！
FEVER仍在召喚！",collab,djmax,,,,,,assets/songs/pack/1080/overlay_djmax_append_1.png,pack-ui,overlay,assets/songs/packlist; assets/songs/pack/1080/overlay_djmax_append_1.png,Confirmed
